Line#,Date,"Wind Speed (S-WSB 10979906:10955814-1), m/s, Bree_met_5","Gust Speed (S-WSB 10979906:10955814-2), m/s, Bree_met_5","PAR (S-LIA 10979906:10962914-1), uE, Bree_met_5","Solar Radiation (S-LIB 10979906:10969905-1), W/m^2, Bree_met_5","Wind Direction (S-WDA 10979906:10969970-1), *, Bree_met_5","Pressure (S-BPB 10979906:10972867-1), mbar, Bree_met_5","Temperature (S-THB 10979906:10974876-1), *C, Bree_met_5","RH (S-THB 10979906:10974876-2), %, Bree_met_5","Dew Point (S-THB 10979906:10974876-3), *C, Bree_met_5"
1055,07/04/20 15:50:00,2.5,4.0,"1,814",914,286,"1,000.2",25.09,51.20,14.32
1056,07/04/20 15:55:00,2.5,4.5,"1,839",939,268,"1,000.1",24.97,51.60,14.33
1057,07/04/20 16:00:00,3.5,5.5,"1,824",926,263,"1,000.0",24.90,52.20,14.44
1058,07/04/20 16:05:00,2.5,5.0,"1,839",939,268,"1,000.0",25.11,52.70,14.79
1059,07/04/20 16:10:00,3.0,4.5,"1,859",953,296,"1,000.0",25.11,49.10,13.70
1060,07/04/20 16:15:00,2.5,5.0,"1,866",958,282,999.9,25.02,49.00,13.58
1061,07/04/20 16:20:00,3.5,5.5,"1,864",957,285,999.9,25.11,48.90,13.64
1062,07/04/20 16:25:00,3.0,5.0,"1,849",946,281,999.8,25.23,47.20,13.20
1063,07/04/20 16:30:00,3.0,4.5,"1,859",954,288,999.9,25.31,44.30,12.30
1064,07/04/20 16:35:00,2.5,4.0,"1,854",951,274,999.8,25.53,47.10,13.44
1065,07/04/20 16:40:00,1.5,4.0,"1,854",948,284,999.8,25.84,45.00,13.02
1066,07/04/20 16:45:00,1.5,3.5,"1,859",952,240,999.8,25.60,44.90,12.77
1067,07/04/20 16:50:00,2.5,4.5,"1,846",939,292,999.6,25.62,45.10,12.86
1068,07/04/20 16:55:00,2.0,4.5,"1,851",941,247,999.6,25.67,45.00,12.87
1069,07/04/20 17:00:00,1.5,5.5,"1,839",929,248,999.6,25.79,45.60,13.18
1070,07/04/20 17:05:00,2.5,5.5,"1,904",971,277,999.7,25.84,44.20,12.75
1071,07/04/20 17:10:00,0.5,2.0,"1,859",948,270,999.6,26.13,43.40,12.73
1072,07/04/20 17:15:00,1.0,2.5,"1,841",934,219,999.6,26.23,46.80,13.98
1073,07/04/20 17:20:00,1.5,5.5,"1,856",942,284,999.5,26.08,39.00,11.07
1074,07/04/20 17:25:00,3.0,5.0,"1,876",954,303,999.4,26.23,40.20,11.66
1075,07/04/20 17:30:00,2.0,4.0,"1,859",937,331,999.4,26.35,38.30,11.03
1076,07/04/20 17:35:00,3.0,5.0,"1,849",929,343,999.4,26.16,39.70,11.40
1077,07/04/20 17:40:00,2.5,4.0,"1,844",926,344,999.3,26.23,37.30,10.53
1078,07/04/20 17:45:00,2.5,5.5,"1,829",917,341,999.3,26.38,37.30,10.66
1079,07/04/20 17:50:00,1.0,3.0,"1,829",913,324,999.2,26.60,37.10,10.77
1080,07/04/20 17:55:00,2.5,5.5,"1,826",909,279,999.1,26.35,37.00,10.51
1081,07/04/20 18:00:00,1.5,3.5,"1,824",908,282,999.0,26.52,40.20,11.92
1082,07/04/20 18:05:00,2.0,4.0,"1,786",878,302,999.0,26.65,38.60,11.41
1083,07/04/20 18:10:00,1.5,4.0,"1,799",888,284,998.9,26.65,37.30,10.89
1084,07/04/20 18:15:00,1.0,3.0,"1,804",887,247,998.7,26.82,37.90,11.29
1085,07/04/20 18:20:00,0.5,3.0,"1,754",849,199,998.8,26.82,38.10,11.37
1086,07/04/20 18:25:00,1.5,3.0,"1,751",844,282,998.6,26.65,36.60,10.61
1087,07/04/20 18:30:00,1.0,5.0,"1,749",839,236,998.7,26.79,38.20,11.38
1088,07/04/20 18:35:00,3.0,4.5,"1,749",836,307,998.7,26.72,37.40,11.00
1089,07/04/20 18:40:00,2.5,4.0,"1,706",809,317,998.4,26.79,36.80,10.82
1090,07/04/20 18:45:00,1.0,4.0,"1,761",853,358,998.6,26.70,39.50,11.80
1091,07/04/20 18:50:00,1.5,3.0,"1,736",828,347,998.2,26.74,36.40,10.61
1092,07/04/20 18:55:00,0.5,2.0,"1,691",801,336,998.2,26.96,35.90,10.60
1093,07/04/20 19:00:00,0.5,2.5,"1,666",787,272,998.1,27.06,34.80,10.22
1094,07/04/20 19:05:00,1.0,2.5,"1,659",783,296,998.1,26.96,36.40,10.81
1095,07/04/20 19:10:00,0.5,3.0,"1,644",774,319,998.1,27.09,36.40,10.92
1096,07/04/20 19:15:00,1.5,3.0,"1,559",727,305,998.0,27.26,35.90,10.86
1097,07/04/20 19:20:00,2.0,4.0,"1,629",763,321,997.9,27.28,37.80,11.66
1098,07/04/20 19:25:00,2.0,4.5,"1,604",749,316,998.0,27.28,35.30,10.63
1099,07/04/20 19:30:00,1.5,3.0,"1,604",751,321,998.0,27.46,35.00,10.65
1100,07/04/20 19:35:00,3.0,5.5,"1,569",731,298,998.0,27.26,35.10,10.52
1101,07/04/20 19:40:00,4.0,6.0,"1,519",706,292,997.9,27.28,35.10,10.54
1102,07/04/20 19:45:00,1.5,4.0,"1,524",708,291,997.7,27.51,36.10,11.16
1103,07/04/20 19:50:00,2.0,4.0,"1,484",687,239,997.7,27.46,32.30,9.45
1104,07/04/20 19:55:00,1.5,3.0,"1,461",676,226,997.7,27.48,35.50,10.89
1105,07/04/20 20:00:00,2.5,4.5,"1,414",651,279,997.6,27.53,32.30,9.52
1106,07/04/20 20:05:00,2.0,4.5,"1,341",613,271,997.5,27.60,34.40,10.52
1107,07/04/20 20:10:00,2.5,5.0,"1,389",637,284,997.4,27.75,35.60,11.17
1108,07/04/20 20:15:00,1.0,3.5,"1,376",632,282,997.6,27.95,35.20,11.17
1109,07/04/20 20:20:00,1.0,3.0,"1,244",574,265,997.4,27.83,36.60,11.65
1110,07/04/20 20:25:00,2.5,6.0,"1,301",594,313,997.5,27.80,33.50,10.30
1111,07/04/20 20:30:00,2.0,3.5,"1,309",599,261,997.5,27.68,33.90,10.37
1112,07/04/20 20:35:00,4.0,6.0,"1,281",584,263,997.5,27.60,34.90,10.74
1113,07/04/20 20:40:00,3.5,6.5,"1,276",584,278,997.4,27.63,35.70,11.10
1114,07/04/20 20:45:00,1.5,5.0,"1,254",573,300,997.4,27.85,34.70,10.87
1115,07/04/20 20:50:00,4.0,6.5,"1,166",529,312,997.4,27.80,32.20,9.70
1116,07/04/20 20:55:00,2.5,4.0,"1,174",536,265,997.5,27.65,33.60,10.21
1117,07/04/20 21:00:00,2.5,4.5,"1,111",503,270,997.5,27.73,35.50,11.10
1118,07/04/20 21:05:00,2.5,4.5,"1,159",531,271,997.5,27.92,36.00,11.49
1119,07/04/20 21:10:00,1.5,3.0,"1,096",501,270,997.4,27.75,42.60,13.91
1120,07/04/20 21:15:00,1.5,3.0,"1,059",479,263,997.3,27.95,35.80,11.43
1121,07/04/20 21:20:00,1.5,3.5,989,446,298,997.4,28.12,34.30,10.93
1122,07/04/20 21:25:00,3.0,6.0,"1,001",454,272,997.4,27.97,31.50,9.53
1123,07/04/20 21:30:00,3.0,4.5,"1,021",464,288,997.3,28.02,32.90,10.22
1124,07/04/20 21:35:00,3.5,6.0,939,423,282,997.4,27.95,29.10,8.33
1125,07/04/20 21:40:00,2.0,4.0,951,433,285,997.4,28.20,31.70,9.81
1126,07/04/20 21:45:00,3.0,4.5,906,408,254,997.4,27.92,30.80,9.15
1127,07/04/20 21:50:00,3.0,6.0,791,351,278,997.7,27.80,33.40,10.25
1128,07/04/20 21:55:00,2.5,4.5,869,393,292,997.5,28.22,30.90,9.46
1129,07/04/20 22:00:00,2.5,5.0,756,338,292,997.6,28.07,30.90,9.33
1130,07/04/20 22:05:00,2.5,4.5,751,334,288,997.5,28.07,32.70,10.17
1131,07/04/20 22:10:00,3.0,4.5,634,277,289,997.7,28.12,30.40,9.13
1132,07/04/20 22:15:00,2.0,4.0,706,316,286,997.6,28.15,33.50,10.60
1133,07/04/20 22:20:00,3.0,4.5,646,287,271,997.7,27.90,30.40,8.94
1134,07/04/20 22:25:00,3.0,4.5,646,288,265,997.6,27.92,31.30,9.39
1135,07/04/20 22:30:00,2.5,4.0,506,219,271,997.9,28.02,31.80,9.71
1136,07/04/20 22:35:00,2.0,3.0,591,264,279,997.6,27.95,33.70,10.52
1137,07/04/20 22:40:00,2.0,4.5,561,252,258,997.4,27.90,30.50,8.98
1138,07/04/20 22:45:00,3.5,5.5,384,161,254,998.2,27.78,29.70,8.48
1139,07/04/20 22:50:00,3.0,4.0,526,238,244,997.5,27.90,32.00,9.70
1140,07/04/20 22:55:00,2.5,4.0,301,123,250,998.4,27.55,31.50,9.16
1141,07/04/20 23:00:00,2.0,3.5,459,208,257,997.6,27.80,32.80,9.98
1142,07/04/20 23:05:00,1.5,2.5,431,194,257,997.6,27.80,34.10,10.56
1143,07/04/20 23:10:00,1.5,2.0,401,182,265,997.7,27.80,34.00,10.52
1144,07/04/20 23:15:00,1.0,1.5,394,179,274,997.6,27.58,37.40,11.76
1145,07/04/20 23:20:00,1.0,1.5,351,162,271,997.8,27.46,42.10,13.46
1146,07/04/20 23:25:00,0.5,1.5,331,153,268,997.9,27.16,42.50,13.34
1147,07/04/20 23:30:00,1.0,2.0,234,101,267,998.2,26.99,39.70,12.14
1148,07/04/20 23:35:00,1.0,2.0,264,123,271,997.9,26.84,45.20,14.00
1149,07/04/20 23:40:00,0.5,1.5,211,98,272,997.9,26.62,47.10,14.43
1150,07/04/20 23:45:00,0.5,1.5,99,32,272,998.9,25.33,56.10,15.97
1151,07/04/20 23:50:00,0.5,1.0,76,22,271,999.0,24.68,52.70,14.39
1152,07/04/20 23:55:00,1.0,1.5,61,18,270,998.9,24.29,56.30,15.06
1153,07/05/20 00:00:00,1.0,2.0,54,17,270,998.7,24.07,54.60,14.38
1154,07/05/20 00:05:00,1.0,2.0,49,18,270,998.6,23.93,56.90,14.88
1155,07/05/20 00:10:00,1.0,1.5,49,23,270,998.4,24.03,56.90,14.97
1156,07/05/20 00:15:00,0.5,1.5,31,11,270,999.0,24.00,54.70,14.34
1157,07/05/20 00:20:00,0.5,1.5,26,8,270,998.9,23.59,57.10,14.62
1158,07/05/20 00:25:00,0.5,1.0,19,6,270,998.9,23.42,60.20,15.29
1159,07/05/20 00:30:00,0.5,1.0,14,4,270,998.9,23.45,62.70,15.95
1160,07/05/20 00:35:00,0.0,1.0,11,3,267,998.9,23.33,60.60,15.30
1161,07/05/20 00:40:00,0.0,0.5,6,2,264,999.0,23.23,60.30,15.13
1162,07/05/20 00:45:00,0.0,0.5,4,1,264,999.0,22.58,69.30,16.70
1163,07/05/20 00:50:00,0.0,0.5,1,1,254,999.0,22.61,67.10,16.22
1164,07/05/20 00:55:00,0.0,0.0,1,1,232,999.1,22.75,67.10,16.35
1165,07/05/20 01:00:00,0.0,1.0,1,1,232,999.1,22.66,70.20,16.97
1166,07/05/20 01:05:00,0.0,1.0,1,1,122,999.3,22.15,70.50,16.56
1167,07/05/20 01:10:00,0.0,0.5,1,1,59,999.3,21.94,71.40,16.55
1168,07/05/20 01:15:00,0.0,0.5,1,1,59,999.3,22.11,73.40,17.15
1169,07/05/20 01:20:00,0.0,1.0,1,1,62,999.3,21.99,70.90,16.49
1170,07/05/20 01:25:00,0.0,1.0,1,1,104,999.3,21.75,68.60,15.74
1171,07/05/20 01:30:00,0.0,0.5,1,1,114,999.3,21.75,67.30,15.44
1172,07/05/20 01:35:00,0.0,0.5,1,1,114,999.3,21.70,69.20,15.83
1173,07/05/20 01:40:00,0.0,0.0,1,1,114,999.4,21.70,69.90,15.99
1174,07/05/20 01:45:00,0.0,0.5,1,1,115,999.4,21.75,73.00,16.72
1175,07/05/20 01:50:00,0.5,1.5,1,1,198,999.4,21.58,74.10,16.79
1176,07/05/20 01:55:00,0.5,1.5,1,1,199,999.4,21.39,73.00,16.37
1177,07/05/20 02:00:00,1.0,2.0,1,1,202,999.4,21.37,72.10,16.15
1178,07/05/20 02:05:00,1.0,2.0,1,1,206,999.5,21.27,70.80,15.78
1179,07/05/20 02:10:00,1.0,1.5,1,1,204,999.5,21.03,73.00,16.03
1180,07/05/20 02:15:00,1.0,2.0,1,1,170,999.5,20.86,71.60,15.56
1181,07/05/20 02:20:00,1.0,2.0,1,1,159,999.4,20.79,69.90,15.12
1182,07/05/20 02:25:00,0.5,1.5,1,1,163,999.5,20.86,70.60,15.34
1183,07/05/20 02:30:00,1.0,2.5,1,1,166,999.5,20.72,71.80,15.47
1184,07/05/20 02:35:00,1.0,2.0,1,1,153,999.5,20.79,73.90,15.99
1185,07/05/20 02:40:00,1.0,2.0,1,1,149,999.5,20.70,72.70,15.64
1186,07/05/20 02:45:00,1.0,2.0,1,1,170,999.5,20.77,74.80,16.16
1187,07/05/20 02:50:00,1.5,2.5,1,1,178,999.4,20.72,73.40,15.81
1188,07/05/20 02:55:00,2.0,2.5,1,1,177,999.4,20.58,73.20,15.63
1189,07/05/20 03:00:00,2.0,3.0,1,1,168,999.6,20.44,75.70,16.02
1190,07/05/20 03:05:00,2.0,3.0,1,1,170,999.5,20.22,76.30,15.94
1191,07/05/20 03:10:00,2.0,3.0,1,1,177,999.6,19.96,76.00,15.62
1192,07/05/20 03:15:00,2.5,3.0,1,1,177,999.6,19.70,76.90,15.55
1193,07/05/20 03:20:00,2.0,3.0,1,1,174,999.7,19.77,79.50,16.14
1194,07/05/20 03:25:00,2.0,3.0,1,1,173,999.7,19.70,78.40,15.86
1195,07/05/20 03:30:00,2.0,3.0,1,1,177,999.6,19.65,79.30,15.99
1196,07/05/20 03:35:00,2.0,3.0,1,1,188,999.6,19.63,79.20,15.95
1197,07/05/20 03:40:00,1.5,2.5,1,1,181,999.6,19.60,78.40,15.76
1198,07/05/20 03:45:00,2.0,2.5,1,1,181,999.4,19.70,77.80,15.74
1199,07/05/20 03:50:00,2.0,3.0,1,1,181,999.8,19.72,77.10,15.62
1200,07/05/20 03:55:00,2.0,3.0,1,1,177,999.7,19.70,77.20,15.61
1201,07/05/20 04:00:00,2.0,3.0,1,1,168,999.8,19.72,78.30,15.86
1202,07/05/20 04:05:00,2.0,3.0,1,1,161,999.8,19.72,77.70,15.74
1203,07/05/20 04:10:00,1.5,2.0,1,1,149,999.7,19.51,77.60,15.51
1204,07/05/20 04:15:00,1.5,2.0,1,1,131,999.7,19.25,77.20,15.18
1205,07/05/20 04:20:00,1.0,2.0,1,1,156,999.6,19.13,77.20,15.06
1206,07/05/20 04:25:00,1.5,3.0,1,1,187,999.6,19.17,78.70,15.41
1207,07/05/20 04:30:00,2.0,2.5,1,1,185,999.5,19.25,78.10,15.36
1208,07/05/20 04:35:00,2.0,3.0,1,1,173,999.6,19.22,78.80,15.47
1209,07/05/20 04:40:00,2.5,3.0,1,1,177,999.6,19.10,80.80,15.75
1210,07/05/20 04:45:00,1.5,3.0,1,1,171,999.5,19.56,77.00,15.44
1211,07/05/20 04:50:00,1.5,2.5,1,1,174,999.5,19.65,74.90,15.10
1212,07/05/20 04:55:00,1.5,3.0,1,1,178,999.6,19.84,73.90,15.07
1213,07/05/20 05:00:00,2.5,3.5,1,1,194,999.7,19.25,77.70,15.28
1214,07/05/20 05:05:00,2.5,3.5,1,1,195,999.6,19.22,76.30,14.97
1215,07/05/20 05:10:00,2.5,3.5,1,1,197,999.6,19.29,76.00,14.98
1216,07/05/20 05:15:00,2.5,3.5,1,1,185,999.7,19.46,76.30,15.20
1217,07/05/20 05:20:00,2.0,3.0,1,1,167,999.6,19.29,78.70,15.52
1218,07/05/20 05:25:00,1.5,2.5,1,1,181,999.8,19.41,76.90,15.28
1219,07/05/20 05:30:00,1.5,2.0,1,1,199,999.7,19.44,76.70,15.26
1220,07/05/20 05:35:00,1.0,2.0,1,1,188,999.7,19.53,78.00,15.61
1221,07/05/20 05:40:00,1.5,2.0,1,1,192,999.7,19.70,76.00,15.37
1222,07/05/20 05:45:00,2.0,3.0,1,1,188,999.7,19.70,76.50,15.47
1223,07/05/20 05:50:00,1.5,2.0,1,1,208,999.9,19.67,75.20,15.18
1224,07/05/20 05:55:00,1.0,2.0,1,1,209,999.9,19.65,76.90,15.51
1225,07/05/20 06:00:00,1.5,2.5,1,1,163,999.7,19.60,76.70,15.42
1226,07/05/20 06:05:00,1.0,2.0,1,1,121,999.6,19.60,76.10,15.30
1227,07/05/20 06:10:00,0.5,1.5,1,1,125,999.5,19.63,78.50,15.81
1228,07/05/20 06:15:00,0.5,1.5,1,1,125,999.2,19.56,79.60,15.95
1229,07/05/20 06:20:00,0.0,1.0,1,1,126,999.3,19.48,76.50,15.26
1230,07/05/20 06:25:00,0.0,1.0,1,1,126,999.2,19.77,73.60,14.94
1231,07/05/20 06:30:00,0.5,2.0,1,1,132,999.3,19.84,76.70,15.65
1232,07/05/20 06:35:00,1.0,2.0,1,1,166,999.2,19.65,74.10,14.93
1233,07/05/20 06:40:00,0.5,1.5,1,1,73,999.1,19.89,72.10,14.73
1234,07/05/20 06:45:00,0.0,2.0,1,1,49,999.1,19.89,76.80,15.72
1235,07/05/20 06:50:00,2.5,4.5,1,1,209,999.0,18.98,81.90,15.84
1236,07/05/20 06:55:00,3.5,5.0,1,1,191,999.1,18.32,84.80,15.74
1237,07/05/20 07:00:00,3.5,5.0,1,1,184,999.0,18.25,83.50,15.43
1238,07/05/20 07:05:00,3.0,4.0,1,1,183,999.1,18.03,85.00,15.49
1239,07/05/20 07:10:00,2.5,4.0,1,1,185,999.3,18.25,85.20,15.74
1240,07/05/20 07:15:00,2.0,3.5,1,1,202,999.2,18.27,82.60,15.28
1241,07/05/20 07:20:00,2.0,3.0,1,1,213,999.4,18.46,82.50,15.45
1242,07/05/20 07:25:00,1.5,3.0,1,1,234,999.4,18.37,79.70,14.82
1243,07/05/20 07:30:00,1.5,2.5,1,1,209,999.4,18.44,78.20,14.59
1244,07/05/20 07:35:00,1.0,2.0,1,1,204,999.4,18.70,79.40,15.08
1245,07/05/20 07:40:00,1.5,2.0,1,1,184,999.5,18.65,78.70,14.90
1246,07/05/20 07:45:00,1.0,2.0,1,1,180,999.4,18.58,81.10,15.30
1247,07/05/20 07:50:00,1.0,2.5,1,1,156,999.4,18.49,83.00,15.56
1248,07/05/20 07:55:00,1.5,2.0,1,1,133,999.4,18.30,83.20,15.42
1249,07/05/20 08:00:00,0.5,1.5,1,1,135,999.5,18.30,82.80,15.34
1250,07/05/20 08:05:00,0.5,1.5,1,1,146,999.5,18.37,82.80,15.41
1251,07/05/20 08:10:00,0.5,1.5,1,1,168,999.5,18.51,82.30,15.46
1252,07/05/20 08:15:00,1.5,2.5,1,1,166,999.5,18.51,84.30,15.83
1253,07/05/20 08:20:00,1.5,2.5,1,1,152,999.6,18.34,83.80,15.57
1254,07/05/20 08:25:00,1.5,2.5,1,1,147,999.6,18.25,84.50,15.61
1255,07/05/20 08:30:00,2.0,2.5,1,1,161,999.7,18.27,84.00,15.54
1256,07/05/20 08:35:00,1.5,2.5,1,1,173,999.7,18.30,84.10,15.58
1257,07/05/20 08:40:00,1.5,2.5,1,1,168,999.8,18.22,84.40,15.57
1258,07/05/20 08:45:00,1.5,2.5,1,1,171,999.7,18.18,84.00,15.45
1259,07/05/20 08:50:00,0.5,1.5,1,1,160,999.8,18.10,82.70,15.14
1260,07/05/20 08:55:00,0.5,1.5,1,1,178,999.9,18.13,83.50,15.31
1261,07/05/20 09:00:00,0.5,1.5,1,1,178,"1,000.0",18.15,83.80,15.39
1262,07/05/20 09:05:00,0.0,1.5,4,1,191,"1,000.2",18.03,83.80,15.27
1263,07/05/20 09:10:00,0.0,0.5,6,2,191,"1,000.3",18.10,83.80,15.34
1264,07/05/20 09:15:00,0.0,1.5,9,3,88,"1,000.4",18.03,86.10,15.69
1265,07/05/20 09:20:00,0.0,1.0,14,4,56,"1,000.3",17.89,86.30,15.59
1266,07/05/20 09:25:00,0.5,2.5,19,7,100,"1,000.2",18.03,85.90,15.66
1267,07/05/20 09:30:00,2.0,3.0,26,12,163,"1,000.3",17.70,84.80,15.13
1268,07/05/20 09:35:00,1.5,2.5,41,21,153,"1,000.4",17.56,83.10,14.68
1269,07/05/20 09:40:00,1.0,2.5,69,43,153,"1,000.2",17.77,83.70,15.00
1270,07/05/20 09:45:00,1.0,1.5,99,62,136,"1,000.0",18.37,80.60,14.99
1271,07/05/20 09:50:00,2.0,3.5,139,88,170,999.9,18.30,84.00,15.57
1272,07/05/20 09:55:00,2.5,3.5,161,101,175,999.9,18.15,82.60,15.16
1273,07/05/20 10:00:00,3.0,3.5,186,109,181,999.9,18.15,85.40,15.68
1274,07/05/20 10:05:00,2.5,3.5,216,123,184,999.9,18.32,83.30,15.46
1275,07/05/20 10:10:00,2.0,3.0,164,81,174,"1,000.0",18.06,84.50,15.42
1276,07/05/20 10:15:00,2.0,3.0,106,36,164,"1,000.0",18.01,81.30,14.78
1277,07/05/20 10:20:00,0.5,2.0,174,74,152,"1,000.1",18.51,80.30,15.07
1278,07/05/20 10:25:00,1.0,2.5,296,149,180,999.9,18.79,81.60,15.60
1279,07/05/20 10:30:00,2.0,3.0,331,164,197,"1,000.0",18.72,79.90,15.20
1280,07/05/20 10:35:00,2.0,2.5,314,148,198,"1,000.1",18.10,83.80,15.34
1281,07/05/20 10:40:00,2.0,3.0,349,163,187,"1,000.0",18.65,82.90,15.71
1282,07/05/20 10:45:00,1.5,2.5,431,211,178,"1,000.3",18.82,82.10,15.72
1283,07/05/20 10:50:00,1.5,3.0,459,221,180,"1,000.2",18.96,81.70,15.78
1284,07/05/20 10:55:00,1.5,2.5,356,156,185,"1,000.4",19.10,83.40,16.25
1285,07/05/20 11:00:00,1.5,2.5,536,258,185,"1,000.3",19.01,82.40,15.96
1286,07/05/20 11:05:00,1.5,3.0,571,272,168,"1,000.4",19.17,81.00,15.86
1287,07/05/20 11:10:00,1.5,2.0,594,282,152,"1,000.2",19.63,76.80,15.46
1288,07/05/20 11:15:00,1.0,2.0,621,293,128,"1,000.3",20.41,73.30,15.49
1289,07/05/20 11:20:00,0.5,1.5,649,306,124,"1,000.4",20.79,68.10,14.71
1290,07/05/20 11:25:00,0.5,2.0,681,319,161,"1,000.4",20.84,66.50,14.39
1291,07/05/20 11:30:00,0.5,1.5,709,332,199,"1,000.4",20.79,65.50,14.11
1292,07/05/20 11:35:00,0.5,1.0,739,347,185,"1,000.4",21.01,65.80,14.39
1293,07/05/20 11:40:00,0.5,2.0,769,361,181,"1,000.3",20.89,66.10,14.34
1294,07/05/20 11:45:00,1.0,2.0,799,376,163,"1,000.4",20.96,66.60,14.53
1295,07/05/20 11:50:00,1.0,2.0,826,389,167,"1,000.4",21.03,65.00,14.22
1296,07/05/20 11:55:00,1.0,2.5,864,406,167,"1,000.4",21.13,65.80,14.50
1297,07/05/20 12:00:00,1.0,2.5,899,424,194,"1,000.4",21.15,64.30,14.17
1298,07/05/20 12:05:00,2.0,4.0,961,459,230,"1,000.4",21.60,55.20,12.25
1299,07/05/20 12:10:00,2.5,4.5,"1,079",526,237,"1,000.3",21.65,54.80,12.19
1300,07/05/20 12:15:00,2.5,5.0,"1,271",636,236,"1,000.2",21.82,55.10,12.42
1301,07/05/20 12:20:00,2.5,5.0,"1,334",681,260,"1,000.3",21.89,53.40,12.01
1302,07/05/20 12:25:00,2.5,4.0,581,301,263,"1,000.4",21.99,57.10,13.12
1303,07/05/20 12:30:00,2.5,4.5,374,199,246,"1,000.4",21.82,56.10,12.70
1304,07/05/20 12:35:00,3.5,5.5,374,196,247,"1,000.3",21.68,52.50,11.56
1305,07/05/20 12:40:00,3.0,5.0,359,188,244,"1,000.2",21.65,53.00,11.68
1306,07/05/20 12:45:00,2.0,3.0,339,178,236,"1,000.2",21.70,55.50,12.42
1307,07/05/20 12:50:00,2.5,4.0,381,197,230,"1,000.1",21.70,55.50,12.42
1308,07/05/20 12:55:00,2.0,3.0,426,217,230,"1,000.0",21.65,54.70,12.16
1309,07/05/20 13:00:00,1.5,2.5,459,232,226,"1,000.0",21.72,58.20,13.17
1310,07/05/20 13:05:00,1.5,4.5,489,247,206,999.7,21.56,60.40,13.58
1311,07/05/20 13:10:00,2.5,3.5,499,249,153,999.8,21.32,64.30,14.32
1312,07/05/20 13:15:00,2.0,3.0,534,262,156,999.9,21.34,63.50,14.15
1313,07/05/20 13:20:00,2.0,3.0,659,319,147,999.7,21.41,65.10,14.61
1314,07/05/20 13:25:00,2.0,3.0,874,407,140,999.8,21.58,62.40,14.11
1315,07/05/20 13:30:00,2.0,3.0,"1,289",616,136,999.6,22.03,65.20,15.22
1316,07/05/20 13:35:00,2.0,3.5,"1,756",879,164,999.7,22.13,62.80,14.73
1317,07/05/20 13:40:00,2.5,3.5,881,427,163,999.9,22.06,60.30,14.03
1318,07/05/20 13:45:00,2.5,4.0,714,342,188,"1,000.0",21.87,59.10,13.54
1319,07/05/20 13:50:00,2.5,4.0,"2,011",996,209,"1,000.0",22.11,61.60,14.41
1320,07/05/20 13:55:00,2.5,4.0,"1,576",779,215,"1,000.2",22.39,60.00,14.27
1321,07/05/20 14:00:00,2.5,5.0,596,303,216,"1,000.2",22.37,61.80,14.70
1322,07/05/20 14:05:00,2.5,5.5,476,243,229,"1,000.3",22.30,55.40,12.95
1323,07/05/20 14:10:00,3.5,7.0,369,192,253,"1,000.4",22.23,56.60,13.21
1324,07/05/20 14:15:00,3.0,5.0,254,134,223,"1,000.2",22.13,57.20,13.29
1325,07/05/20 14:20:00,3.0,4.5,209,112,220,"1,000.2",22.08,58.20,13.51
1326,07/05/20 14:25:00,3.0,4.0,214,114,232,"1,000.4",21.91,56.90,13.00
1327,07/05/20 14:30:00,3.0,4.5,269,139,239,"1,000.4",21.91,58.20,13.35
1328,07/05/20 14:35:00,3.0,4.0,451,226,241,"1,000.3",21.72,56.10,12.61
1329,07/05/20 14:40:00,1.5,3.0,479,241,244,"1,000.4",21.89,57.20,13.06
1330,07/05/20 14:45:00,1.5,2.5,531,267,241,"1,000.4",21.87,57.30,13.07
1331,07/05/20 14:50:00,1.5,3.0,619,308,234,"1,000.3",21.91,55.70,12.68
1332,07/05/20 14:55:00,1.5,3.0,759,366,256,"1,000.6",22.03,57.70,13.33
1333,07/05/20 15:00:00,2.5,4.0,"2,309","1,148",250,"1,000.4",21.94,54.80,12.45
1334,07/05/20 15:05:00,2.5,4.0,"1,714",836,241,"1,000.4",22.15,53.60,12.31
1335,07/05/20 15:10:00,1.5,3.5,941,467,211,"1,000.3",22.35,57.30,13.51
1336,07/05/20 15:15:00,2.0,4.0,719,368,229,"1,000.4",22.37,53.80,12.57
1337,07/05/20 15:20:00,3.0,5.5,689,354,215,"1,000.5",22.27,52.20,12.02
1338,07/05/20 15:25:00,3.0,5.0,736,364,230,"1,000.5",22.30,54.00,12.56
1339,07/05/20 15:30:00,2.5,4.5,889,427,211,"1,000.7",22.37,54.80,12.85
1340,07/05/20 15:35:00,2.5,4.0,"1,161",562,230,"1,000.6",22.51,55.30,13.12
1341,07/05/20 15:40:00,2.5,4.5,894,437,223,"1,000.5",22.47,51.60,12.02
1342,07/05/20 15:45:00,2.5,4.0,989,486,216,"1,000.4",22.54,52.20,12.27
1343,07/05/20 15:50:00,2.5,4.5,"1,354",653,218,"1,000.4",22.70,53.80,12.88
1344,07/05/20 15:55:00,3.0,4.5,"2,559","1,279",226,"1,000.4",22.75,51.30,12.20
1345,07/05/20 16:00:00,1.5,3.5,"2,274","1,157",220,"1,000.4",22.90,51.20,12.30
1346,07/05/20 16:05:00,0.5,2.0,"1,996","1,009",190,"1,000.4",23.38,50.90,12.66
1347,07/05/20 16:10:00,0.5,2.5,"1,911",958,145,"1,000.3",23.35,52.90,13.22
