"TOA5","StAlbansOuter","CR1000","70415","CR1000.Std.27.04","CPU:saint_albans_outer20170628.cr1","4226","PFL_Step"
"TIMESTAMP","RECORD","PFL_Counter","_CntRS232","_RS232Dpt","sensorParms(1)","sensorParms(2)","sensorParms(3)","sensorParms(4)","sensorParms(5)","sensorParms(6)","sensorParms(7)","sensorParms(8)","sensorParms(9)","sensorParms(10)","sensorParms(11)","sensorParms(12)","sensorParms(13)","sensorParms(14)","sensorParms(15)","sensorParms(16)","sensorParms(17)","sensorParms(18)","sensorParms(19)"
"2020-07-19 09:03:59",43990,886,1,1.68,24.94,123.25,123.1,0.06,8.57,-100.72,6.78,15.8,5.33,105.72,8.74,5.2,1.3,2.03,2.03,1.68,11.73,5.56,1.68
"2020-07-19 09:05:12",43991,886,1,2.18,24.91,123.4,123.19,0.06,8.48,-95.48,5.98,15.81,5.34,103.42,8.56,5.23,1.31,1.99,1.99,2.18,11.77,5.55,2.18
"2020-07-19 09:06:25",43992,886,1,2.7,24.89,123.52,123.27,0.06,8.46,-94.36,6.54,15.95,5.38,103.3,8.55,5.12,1.28,1.92,1.91,2.7,11.78,5.56,2.7
"2020-07-19 09:07:38",43993,886,1,3.19,24.88,123.58,123.3,0.06,8.43,-92.66,5.77,15.78,5.33,102.24,8.46,6.73,1.69,1.92,1.92,3.19,11.81,5.56,3.19
"2020-07-19 09:08:51",43994,886,1,3.71,24.84,123.6,123.24,0.06,8.4,-90.61,5.74,15.98,5.39,101.66,8.42,5.49,1.38,1.77,1.77,3.71,11.83,5.55,3.71
"2020-07-19 09:10:04",43995,886,1,4.23,24.81,123.68,123.23,0.06,8.31,-85.2,4.64,16.06,5.42,98.73,8.19,6.48,1.62,1.39,1.38,4.23,11.83,5.55,4.23
"2020-07-19 09:11:17",43996,886,1,4.7,24.78,123.7,123.17,0.06,8.3,-84.76,4.36,16.14,5.45,98.55,8.17,4.18,1.05,1.36,1.35,4.7,11.81,5.55,4.7
"2020-07-19 09:12:30",43997,886,1,5.17,24.6,123.45,122.52,0.06,8.2,-78.73,2.64,16.52,5.58,94.54,7.87,5.96,1.49,0.66,0.64,5.17,11.87,5.55,5.17
"2020-07-19 09:13:43",43998,886,1,5.71,24.28,123.66,121.96,0.06,8.01,-66.98,1.73,16.84,5.68,85.43,7.15,4.39,1.1,0.49,0.47,5.71,11.91,5.55,5.71
"2020-07-19 09:14:56",43999,886,1,6.21,24.18,123.87,121.93,0.06,7.91,-61.34,1.91,17.36,5.86,80.69,6.77,3.63,0.91,0.44,0.42,6.21,11.94,5.55,6.21
"2020-07-19 09:16:09",44000,886,1,6.72,24.13,123.98,121.93,0.06,7.86,-58.48,1.5,17.56,5.93,77.99,6.55,3.08,0.77,0.37,0.35,6.72,11.93,5.55,6.72
"2020-07-19 09:17:21",44001,886,1,7.19,24.06,124.12,121.89,0.06,7.81,-55.36,1.2,18.13,6.12,74.27,6.24,3.61,0.9,0.24,0.22,7.2,11.94,5.56,7.19
"2020-07-19 09:18:34",44002,886,1,7.69,23.96,124.45,121.99,0.06,7.74,-50.95,1.26,18.37,6.2,68.5,5.77,2.79,0.7,0.18,0.16,7.69,11.91,5.55,7.69
"2020-07-19 09:19:47",44003,886,1,8.19,23.79,125.18,122.28,0.06,7.63,-44.28,2.29,18.55,6.26,59.55,5.03,3.41,0.85,0.15,0.13,8.19,11.89,5.56,8.19
"2020-07-19 09:21:00",44004,886,1,8.68,23.62,126.31,122.98,0.06,7.54,-38.9,4.16,19.05,6.43,50.53,4.28,5.52,1.38,0.26,0.25,8.68,11.87,5.56,8.68
"2020-07-19 10:01:34",44005,887,1,0.57,24.9,123.32,123.08,0.06,8.62,-103.87,6.51,15.78,5.33,107.49,8.9,5.86,1.47,2.12,2.12,0.57,11.89,5.55,0.57
"2020-07-19 10:02:48",44006,887,1,1.25,24.89,123.34,123.09,0.06,8.61,-103.32,6.37,15.88,5.36,106.37,8.81,6.45,1.62,1.9,1.89,1.25,11.89,5.55,1.25
"2020-07-19 10:04:00",44007,887,1,1.73,24.88,123.24,122.96,0.06,8.56,-100.09,6.71,15.93,5.38,105.56,8.74,6.51,1.63,1.9,1.89,1.73,11.89,5.55,1.73
"2020-07-19 10:05:12",44008,887,1,2.18,24.86,123.11,122.78,0.06,8.52,-97.59,5.57,15.87,5.36,104.04,8.62,6.69,1.68,1.96,1.96,2.17,11.93,5.56,2.18
"2020-07-19 10:06:25",44009,887,1,2.69,24.86,122.23,121.9,0.06,8.52,-97.78,5.62,16.03,5.41,104.35,8.64,5.01,1.25,1.8,1.8,2.69,11.88,5.55,2.69
"2020-07-19 10:07:38",44010,887,1,3.2,24.84,123.52,123.15,0.06,8.47,-94.58,5.35,15.91,5.37,102.84,8.52,6.13,1.54,1.73,1.72,3.2,11.91,5.55,3.2
"2020-07-19 10:08:51",44011,887,1,3.71,24.82,123.33,122.91,0.06,8.41,-91.29,5.46,16.11,5.44,101.62,8.42,6.25,1.57,1.67,1.67,3.71,11.91,5.55,3.71
"2020-07-19 10:10:04",44012,887,1,4.22,24.81,123.06,122.62,0.06,8.39,-89.8,4.99,15.96,5.39,100.85,8.36,3.33,0.83,1.55,1.54,4.22,11.94,5.55,4.22
"2020-07-19 10:11:17",44013,887,1,4.72,24.75,123.26,122.67,0.06,8.31,-85.21,4.19,16.25,5.48,98.53,8.18,5.24,1.31,1.2,1.19,4.71,12.15,5.56,4.72
"2020-07-19 10:12:29",44014,887,1,5.15,24.57,123.06,122.06,0.06,8.2,-78.6,2.76,16.44,5.55,94.12,7.84,4.71,1.18,0.68,0.67,5.16,12.12,5.56,5.15
"2020-07-19 10:13:42",44015,887,1,5.74,24.26,122.89,121.16,0.06,8.01,-67.08,1.71,17.02,5.74,84.56,7.08,3.92,0.98,0.44,0.42,5.74,12.21,5.55,5.74
"2020-07-19 10:14:54",44016,887,1,6.2,24.18,123.29,121.36,0.06,7.92,-61.58,1.48,17.36,5.86,80.28,6.73,3.12,0.78,0.32,0.3,6.2,12.12,5.56,6.2
"2020-07-19 10:16:07",44017,887,1,6.74,24.13,123.61,121.55,0.06,7.87,-58.62,1.43,17.44,5.88,77.79,6.53,2.93,0.73,0.25,0.24,6.74,12.12,5.56,6.74
"2020-07-19 10:17:19",44018,887,1,7.21,24.03,123.86,121.56,0.06,7.76,-52.49,1.32,18.23,6.15,72.06,6.06,2.88,0.72,0.23,0.21,7.21,12.17,5.56,7.21
"2020-07-19 10:18:31",44019,887,1,7.67,23.93,123.2,120.68,0.06,7.71,-49.25,1.46,18.59,6.27,66.6,5.61,3.07,0.77,0.19,0.17,7.67,12.19,5.55,7.67
"2020-07-19 10:19:44",44020,887,1,8.22,23.85,124.24,121.5,0.06,7.63,-44.38,2.37,18.2,6.14,60.44,5.1,4.41,1.1,0.24,0.22,8.22,12.15,5.56,8.22
"2020-07-19 10:20:56",44021,887,1,8.68,23.68,125.4,122.24,0.06,7.55,-39.58,3.41,19.03,6.42,52.25,4.42,5.74,1.44,0.27,0.25,8.68,12.12,5.55,8.68
"2020-07-19 11:01:37",44022,888,1,0.53,25.06,122.99,123.13,0.06,8.75,-111.53,6.56,15.77,5.32,110.07,9.08,5.51,1.38,1.9,1.9,0.53,12.26,5.55,0.53
"2020-07-19 11:02:51",44023,888,1,1.23,24.97,125.23,125.15,0.06,8.72,-109.77,6.56,15.78,5.33,108.99,9.01,6.71,1.68,2.19,2.19,1.23,12.34,5.55,1.23
"2020-07-19 11:04:03",44024,888,1,1.74,24.89,123.9,123.65,0.06,8.65,-105.34,6.44,15.99,5.4,107.16,8.87,8.11,2.03,2.04,2.04,1.74,12.32,5.55,1.74
"2020-07-19 11:05:15",44025,888,1,2.21,24.87,123.59,123.28,0.06,8.56,-100.46,5.88,15.87,5.36,105.05,8.7,5.62,1.41,1.86,1.85,2.22,12.35,5.55,2.21
"2020-07-19 11:06:27",44026,888,1,2.71,24.86,123.93,123.6,0.06,8.56,-100.05,5.86,16.07,5.42,105.32,8.72,6.43,1.61,1.89,1.89,2.7,12.36,5.55,2.71
"2020-07-19 11:07:40",44027,888,1,3.21,24.86,124.07,123.73,0.06,8.54,-99.15,6.57,15.96,5.39,104.51,8.66,6.02,1.51,1.78,1.78,3.21,12.38,5.55,3.21
"2020-07-19 11:08:53",44028,888,1,3.74,24.84,124.02,123.65,0.06,8.51,-97.02,6.01,16.11,5.44,103.8,8.6,13.13,3.29,1.73,1.73,3.74,12.37,5.55,3.74
"2020-07-19 11:10:05",44029,888,1,4.22,24.79,124.02,123.53,0.06,8.41,-91.08,4.87,16.03,5.41,101.02,8.38,5.56,1.39,1.42,1.42,4.21,12.46,5.56,4.22
"2020-07-19 11:11:18",44030,888,1,4.72,24.74,123.94,123.32,0.06,8.32,-86,3.84,16.27,5.49,98.58,8.18,5.88,1.47,1.12,1.1,4.73,12.38,5.55,4.72
"2020-07-19 11:12:30",44031,888,1,5.16,24.58,123.84,122.85,0.06,8.19,-78.31,2.81,16.46,5.55,94.18,7.84,5.11,1.28,0.71,0.7,5.16,12.36,5.55,5.16
"2020-07-19 11:13:43",44032,888,1,5.74,24.36,123.82,122.31,0.06,8.07,-70.95,2.02,16.64,5.62,88.72,7.42,4.75,1.19,0.47,0.45,5.75,12.45,5.55,5.74
"2020-07-19 11:14:55",44033,888,1,6.21,24.16,124.73,122.73,0.06,7.94,-62.71,1.41,17.17,5.79,81.91,6.87,2.96,0.74,0.33,0.32,6.2,12.42,5.55,6.21
"2020-07-19 11:16:08",44034,888,1,6.73,24.09,126.02,123.82,0.06,7.83,-56.41,1.51,17.54,5.92,75.6,6.35,3.01,0.75,0.21,0.19,6.73,12.13,5.55,6.73
"2020-07-19 11:17:21",44035,888,1,7.22,23.94,126.87,124.3,0.06,7.7,-48.79,1.47,18.58,6.27,66.83,5.63,2.49,0.62,0.15,0.13,7.23,11.97,5.55,7.22
"2020-07-19 11:18:34",44036,888,1,7.72,23.87,127.34,124.59,0.06,7.64,-45.06,2.3,18.18,6.14,61.41,5.18,3.61,0.9,0.18,0.16,7.71,11.88,5.56,7.72
"2020-07-19 11:19:46",44037,888,1,8.17,23.83,127.94,125.08,0.06,7.61,-43.15,2.89,18.25,6.16,59.17,5,3.99,1,0.18,0.16,8.18,11.78,5.55,8.17
"2020-07-19 11:20:59",44038,888,1,8.68,23.64,129.2,125.86,0.06,7.54,-39.15,3.63,18.93,6.39,51.62,4.37,4.59,1.15,0.24,0.22,8.68,11.71,5.55,8.68
"2020-07-19 12:01:38",44039,889,1,0.47,25.08,123.78,123.96,0.06,8.77,-112.8,6.52,15.91,5.37,110.25,9.09,5.61,1.41,1.77,1.77,0.47,12.23,5.55,0.47
"2020-07-19 12:02:52",44040,889,1,1.21,25.07,122.97,123.14,0.06,8.75,-111.75,6.07,15.86,5.35,109.96,9.07,7.72,1.94,1.89,1.89,1.21,12.21,5.55,1.21
"2020-07-19 12:04:04",44041,889,1,1.7,24.98,124.78,124.74,0.06,8.69,-108.19,6.03,15.92,5.37,108.46,8.96,7.51,1.88,1.92,1.92,1.7,12.23,5.55,1.7
"2020-07-19 12:05:16",44042,889,1,2.2,25.06,124.29,124.43,0.06,8.75,-111.68,6.05,15.86,5.35,109.91,9.07,11.56,2.9,1.99,1.99,2.2,12.26,5.56,2.2
"2020-07-19 12:06:29",44043,889,1,2.72,25.04,123.23,123.32,0.06,8.73,-110.66,5.88,15.81,5.34,109.47,9.04,6.73,1.69,1.92,1.92,2.71,12.26,5.55,2.72
"2020-07-19 12:07:41",44044,889,1,3.22,24.89,124.52,124.26,0.06,8.6,-102.62,5.85,16.05,5.42,105.82,8.76,6.63,1.66,1.79,1.79,3.21,12.36,5.56,3.22
"2020-07-19 12:08:54",44045,889,1,3.73,24.82,124.8,124.38,0.06,8.48,-95.48,4.69,16.11,5.44,103.02,8.54,4.8,1.2,1.49,1.48,3.73,12.35,5.56,3.73
"2020-07-19 12:10:06",44046,889,1,4.22,24.79,124.64,124.14,0.06,8.41,-91,4.33,16.28,5.5,100.97,8.37,5.83,1.46,1.26,1.25,4.22,12.29,5.55,4.22
"2020-07-19 12:11:18",44047,889,1,4.7,24.74,124.74,124.13,0.06,8.36,-88.24,4.05,16.14,5.45,99.75,8.28,5.76,1.44,1.17,1.16,4.71,12.25,5.56,4.7
"2020-07-19 12:12:30",44048,889,1,5.21,24.66,124.54,123.73,0.06,8.26,-82.13,3.28,16.46,5.55,97,8.07,4.93,1.24,0.98,0.97,5.19,12.32,5.55,5.21
"2020-07-19 12:13:43",44049,889,1,5.7,24.5,124.33,123.14,0.06,8.13,-74.51,2.51,16.67,5.63,92.33,7.7,4.81,1.2,0.61,0.59,5.7,12.32,5.55,5.7
"2020-07-19 12:14:56",44050,889,1,6.22,24.32,121.72,120.15,0.06,8,-66.5,1.95,16.87,5.69,86.36,7.22,3.67,0.92,0.39,0.38,6.24,12.32,5.55,6.22
"2020-07-19 12:16:08",44051,889,1,6.72,24.12,123.01,120.93,0.06,7.88,-59.41,1.17,17.51,5.91,79.15,6.65,2.71,0.68,0.2,0.18,6.72,12.12,5.55,6.72
"2020-07-19 12:17:21",44052,889,1,7.22,24.04,124.18,121.9,0.06,7.75,-51.92,1.39,18.06,6.09,72.59,6.11,2.92,0.73,0.14,0.12,7.24,11.9,5.55,7.22
"2020-07-19 12:18:34",44053,889,1,7.71,23.94,126.04,123.5,0.06,7.67,-47.13,1.76,18.11,6.11,66.18,5.58,3.38,0.85,0.21,0.19,7.72,11.89,5.55,7.71
"2020-07-19 12:19:46",44054,889,1,8.18,23.82,126.2,123.35,0.06,7.58,-41.42,3.02,18.42,6.22,59.42,5.02,3.87,0.97,0.18,0.16,8.18,11.8,5.55,8.18
"2020-07-19 12:20:59",44055,889,1,8.71,23.64,127.16,123.86,0.06,7.52,-38.09,3.11,19.19,6.47,51.46,4.36,3.87,0.97,0.19,0.17,8.7,11.76,5.55,8.71
"2020-07-19 13:01:38",44056,890,1,0.47,25.21,123.5,124,0.06,8.83,-116.76,6.36,15.87,5.36,112.38,9.25,5.25,1.31,1.53,1.52,0.47,11.65,5.55,0.47
"2020-07-19 13:02:52",44057,890,1,1.21,25.22,123.05,123.57,0.06,8.83,-116.21,6.59,15.73,5.31,112.75,9.28,5.4,1.35,1.79,1.78,1.21,11.7,5.55,1.21
"2020-07-19 13:04:04",44058,890,1,1.69,25.16,122.6,122.98,0.06,8.82,-115.79,5.87,15.81,5.34,111.95,9.22,6.28,1.57,1.96,1.96,1.7,11.72,5.55,1.69
"2020-07-19 13:05:17",44059,890,1,2.2,25.12,122.95,123.24,0.06,8.79,-114.22,6.24,15.97,5.39,111.4,9.18,6.4,1.6,1.94,1.94,2.19,11.72,5.55,2.2
"2020-07-19 13:06:30",44060,890,1,2.69,25.11,123.38,123.63,0.06,8.78,-113.69,6.2,15.88,5.36,110.7,9.13,14,3.51,1.88,1.88,2.69,11.74,5.55,2.69
"2020-07-19 13:07:43",44061,890,1,3.21,25.12,123.68,123.96,0.06,8.79,-114.13,6.19,15.88,5.36,111.1,9.16,6.37,1.6,1.85,1.84,3.2,11.72,5.55,3.21
"2020-07-19 13:08:56",44062,890,1,3.73,25.04,123.83,123.93,0.06,8.7,-108.62,5.81,15.92,5.37,108.52,8.96,8.24,2.07,1.79,1.78,3.72,11.73,5.55,3.73
"2020-07-19 13:10:09",44063,890,1,4.23,25,123.77,123.77,0.06,8.65,-105.63,5.57,15.92,5.38,107.68,8.9,6.02,1.51,1.77,1.77,4.23,11.72,5.55,4.23
"2020-07-19 13:11:22",44064,890,1,4.71,24.94,124.07,123.93,0.06,8.59,-102.28,5.03,16.08,5.43,105.66,8.74,5,1.25,1.67,1.67,4.72,11.71,5.55,4.71
"2020-07-19 13:12:34",44065,890,1,5.16,24.86,124,123.67,0.06,8.48,-95.65,4.83,16.19,5.46,103.54,8.58,5.41,1.36,1.34,1.33,5.17,11.7,5.55,5.16
"2020-07-19 13:13:47",44066,890,1,5.74,24.74,123.9,123.29,0.06,8.37,-88.72,3.84,16.27,5.49,99.62,8.27,4.79,1.2,1.09,1.07,5.75,11.66,5.55,5.74
"2020-07-19 13:14:59",44067,890,1,6.21,24.67,124.09,123.3,0.06,8.28,-83.22,3.34,16.46,5.56,97.48,8.1,5.17,1.3,0.95,0.94,6.21,11.68,5.56,6.21
"2020-07-19 13:16:12",44068,890,1,6.71,24.34,123.93,122.36,0.06,8.06,-70.24,1.63,17.03,5.75,88.05,7.36,4.22,1.06,0.35,0.33,6.72,11.69,5.55,6.71
"2020-07-19 13:17:25",44069,890,1,7.24,24.11,124.57,122.44,0.06,7.85,-57.34,1.62,17.78,6,76.47,6.42,3.24,0.81,0.27,0.25,7.24,11.7,5.55,7.24
"2020-07-19 13:18:37",44070,890,1,7.7,23.98,124.52,122.1,0.06,7.73,-50.61,1.57,18.33,6.19,68.79,5.79,2.77,0.69,0.18,0.16,7.7,11.72,5.55,7.7
"2020-07-19 13:19:49",44071,890,1,8.17,23.77,125.75,122.8,0.06,7.59,-42.29,2.16,18.88,6.37,57.07,4.82,3.11,0.78,0.14,0.12,8.19,11.74,5.55,8.17
"2020-07-19 13:21:02",44072,890,1,8.7,23.5,127.89,124.23,0.06,7.46,-34.25,3.01,20.37,6.87,44.36,3.77,2.68,0.67,0.14,0.12,8.7,11.71,5.56,8.7
"2020-07-19 14:01:34",44073,891,1,0.6,25.3,122.22,122.93,0.06,8.86,-118.29,6.17,15.78,5.33,113.22,9.3,4.76,1.19,1.57,1.56,0.6,11.7,5.56,0.6
"2020-07-19 14:02:47",44074,891,1,1.24,25.27,123.29,123.92,0.06,8.85,-117.86,5.71,15.87,5.36,113.47,9.33,6.28,1.57,1.89,1.88,1.24,11.67,5.56,1.24
"2020-07-19 14:03:59",44075,891,1,1.74,25.29,122.12,122.8,0.06,8.86,-118.5,6.25,15.78,5.33,113.26,9.31,5.96,1.49,1.82,1.82,1.74,11.68,5.56,1.74
"2020-07-19 14:05:12",44076,891,1,2.22,25.21,122.04,122.54,0.06,8.84,-117.07,6.05,15.96,5.39,112.87,9.29,5.73,1.44,1.79,1.79,2.23,11.72,5.56,2.22
"2020-07-19 14:06:24",44077,891,1,2.71,25.18,123.18,123.61,0.06,8.8,-114.75,6.04,15.76,5.32,111.46,9.18,5.86,1.47,1.86,1.86,2.7,11.68,5.56,2.71
"2020-07-19 14:07:37",44078,891,1,3.19,25.2,123.01,123.48,0.06,8.8,-114.52,5.79,15.9,5.37,111.52,9.18,6.04,1.51,1.76,1.76,3.19,11.68,5.55,3.19
"2020-07-19 14:08:50",44079,891,1,3.73,25.1,122.43,122.67,0.06,8.74,-111.24,5.93,16.02,5.41,109.43,9.02,6.44,1.61,1.65,1.65,3.73,11.69,5.56,3.73
"2020-07-19 14:10:02",44080,891,1,4.24,25.1,122.51,122.75,0.06,8.73,-110.53,5.62,16,5.4,109.62,9.04,6.18,1.55,1.75,1.75,4.23,11.74,5.55,4.24
"2020-07-19 14:11:15",44081,891,1,4.73,25.02,122.54,122.59,0.06,8.68,-107.51,5.16,15.99,5.4,107.53,8.88,6.29,1.58,1.61,1.61,4.72,11.73,5.55,4.73
"2020-07-19 14:12:28",44082,891,1,5.21,25.04,122.5,122.59,0.06,8.65,-105.66,5.12,16.11,5.44,107.45,8.87,4.33,1.09,1.56,1.56,5.23,11.69,5.56,5.21
"2020-07-19 14:13:40",44083,891,1,5.69,24.92,122.6,122.41,0.06,8.5,-96.41,4.31,16.19,5.47,103.24,8.54,6.96,1.75,1.29,1.28,5.7,11.7,5.56,5.69
"2020-07-19 14:14:53",44084,891,1,6.27,24.79,122.58,122.08,0.06,8.34,-87.31,3.77,16.27,5.49,99.65,8.27,5.73,1.44,1.1,1.09,6.26,11.73,5.55,6.27
"2020-07-19 14:16:05",44085,891,1,6.68,24.67,121.69,120.92,0.06,8.22,-80.07,3.26,16.63,5.61,95.98,7.98,4.91,1.23,0.83,0.82,6.69,11.7,5.56,6.68
"2020-07-19 14:17:17",44086,891,1,7.19,24.31,121.84,120.23,0.06,8.01,-66.94,1.79,17.2,5.81,86.42,7.23,3.59,0.9,0.36,0.34,7.19,11.78,5.56,7.19
"2020-07-19 14:18:29",44087,891,1,7.66,24.07,122.37,120.19,0.06,7.79,-54.18,1.24,18,6.07,74.83,6.29,2.85,0.71,0.18,0.16,7.67,11.76,5.55,7.66
"2020-07-19 14:19:42",44088,891,1,8.19,23.79,123.81,120.95,0.06,7.62,-44.1,1.79,19.09,6.44,59.16,5,2.28,0.57,0.13,0.11,8.21,11.73,5.55,8.19
"2020-07-19 14:20:55",44089,891,1,8.71,23.37,127.18,123.22,0.06,7.44,-33.12,2.34,21.25,7.17,38.93,3.32,2.75,0.69,0.13,0.11,8.72,11.76,5.55,8.71
"2020-07-19 15:01:37",44090,892,1,0.51,25.31,124.26,124.99,0.06,8.81,-115.51,5.84,15.81,5.34,111.77,9.18,4.99,1.25,1.43,1.43,0.52,11.68,5.55,0.51
"2020-07-19 15:02:51",44091,892,1,1.26,25.28,124.14,124.8,0.06,8.82,-115.69,5.84,15.94,5.38,111.96,9.2,5.64,1.41,1.64,1.63,1.26,11.71,5.56,1.26
"2020-07-19 15:04:03",44092,892,1,1.73,25.25,124.45,125.05,0.06,8.82,-115.77,5.63,15.76,5.32,111.19,9.14,6.33,1.59,1.69,1.68,1.73,11.68,5.56,1.73
"2020-07-19 15:05:15",44093,892,1,2.18,25.23,124.52,125.07,0.06,8.79,-114.04,5.46,15.97,5.39,111.43,9.17,6.2,1.55,1.68,1.68,2.18,11.68,5.56,2.18
"2020-07-19 15:06:28",44094,892,1,2.71,25.21,124.05,124.54,0.06,8.77,-112.98,5.31,15.82,5.34,110.4,9.09,5.8,1.45,1.62,1.61,2.71,11.69,5.55,2.71
"2020-07-19 15:07:40",44095,892,1,3.19,25.2,124.23,124.7,0.06,8.76,-112.32,5.47,16.05,5.42,110.36,9.08,5.55,1.39,1.52,1.52,3.19,11.69,5.55,3.19
"2020-07-19 15:08:53",44096,892,1,3.74,25.17,123.46,123.86,0.06,8.74,-111.04,5.36,16.06,5.42,109.15,8.99,5.9,1.48,1.55,1.55,3.75,11.74,5.55,3.74
"2020-07-19 15:10:05",44097,892,1,4.21,25.18,122.95,123.36,0.06,8.74,-111.38,5.41,16.04,5.41,109.74,9.04,4.82,1.21,1.55,1.55,4.21,11.72,5.55,4.21
"2020-07-19 15:11:17",44098,892,1,4.67,25.16,122.88,123.26,0.06,8.74,-111.15,5.22,15.97,5.39,109.06,8.98,5.59,1.4,1.59,1.58,4.67,11.74,5.55,4.67
"2020-07-19 15:12:30",44099,892,1,5.19,25.11,122.67,122.92,0.06,8.68,-107.22,4.94,16.03,5.41,107.6,8.87,5.68,1.42,1.48,1.47,5.19,11.77,5.55,5.19
"2020-07-19 15:13:43",44100,892,1,5.7,25.06,122.98,123.12,0.06,8.61,-103.23,4.87,16.13,5.44,105.91,8.74,6.05,1.52,1.42,1.42,5.69,11.76,5.55,5.7
"2020-07-19 15:14:56",44101,892,1,6.23,25.01,122.85,122.88,0.06,8.56,-100.01,3.86,16.22,5.48,104.05,8.59,5.57,1.4,1.32,1.32,6.23,11.75,5.55,6.23
"2020-07-19 15:16:08",44102,892,1,6.73,24.97,123.15,123.09,0.06,8.43,-92.76,4.09,16.17,5.46,103.67,8.57,5.77,1.45,1.28,1.27,6.72,11.78,5.55,6.73
"2020-07-19 15:17:21",44103,892,1,7.2,24.82,123.35,122.94,0.06,8.31,-85.43,3.88,16.43,5.55,98.03,8.12,4.78,1.2,1.03,1.02,7.22,11.69,5.55,7.2
"2020-07-19 15:18:33",44104,892,1,7.68,24.37,124.02,122.52,0.06,7.92,-61.8,2.38,17.61,5.94,80.88,6.76,4.74,1.19,0.41,0.39,7.69,11.76,5.55,7.68
"2020-07-19 15:19:46",44105,892,1,8.22,23.5,127.71,124.05,0.06,7.56,-40.04,2.22,20.69,6.98,46.51,3.95,3.13,0.78,0.16,0.14,8.21,11.71,5.56,8.22
"2020-07-19 15:20:59",44106,892,1,8.7,23.35,128.75,124.7,0.06,7.46,-34.54,3.14,21.35,7.2,39.52,3.37,3.19,0.8,0.18,0.16,8.7,11.75,5.55,8.7
"2020-07-19 16:01:37",44107,893,1,0.51,25.33,122.44,123.22,0.06,8.85,-117.96,5.24,15.81,5.34,112.12,9.21,5.08,1.27,1.48,1.47,0.51,11.81,5.55,0.51
"2020-07-19 16:02:51",44108,893,1,1.26,25.34,122.39,123.19,0.06,8.86,-118.61,5.18,15.7,5.3,112.72,9.25,5.25,1.31,1.61,1.6,1.26,11.74,5.55,1.26
"2020-07-19 16:04:03",44109,893,1,1.72,25.28,122.19,122.85,0.06,8.84,-116.98,5.01,15.99,5.4,111.26,9.14,5.57,1.4,1.6,1.59,1.72,11.79,5.55,1.72
"2020-07-19 16:05:15",44110,893,1,2.17,25.33,122.55,123.32,0.06,8.86,-118.49,5.15,15.95,5.38,112.27,9.22,5.56,1.39,1.53,1.53,2.18,11.7,5.55,2.17
"2020-07-19 16:06:28",44111,893,1,2.72,25.27,122.63,123.27,0.06,8.82,-116.08,5.03,15.98,5.39,111.03,9.13,5.43,1.36,1.62,1.62,2.72,11.73,5.55,2.72
"2020-07-19 16:07:40",44112,893,1,3.19,25.25,122.45,123.02,0.06,8.81,-115.21,5.31,15.96,5.39,110.87,9.12,5.94,1.49,1.6,1.59,3.19,11.75,5.55,3.19
"2020-07-19 16:08:53",44113,893,1,3.75,25.2,122.28,122.75,0.06,8.76,-112.42,5.08,15.83,5.34,109.03,8.97,4.43,1.11,1.51,1.5,3.75,11.78,5.55,3.75
"2020-07-19 16:10:05",44114,893,1,4.22,25.19,122.2,122.65,0.06,8.74,-110.94,5.25,16.06,5.42,108.93,8.97,6.49,1.63,1.5,1.49,4.23,11.72,5.55,4.22
"2020-07-19 16:11:17",44115,893,1,4.68,25.18,122.43,122.86,0.06,8.73,-110.39,4.57,15.88,5.36,108.25,8.91,5.54,1.39,1.48,1.47,4.69,12.41,5.55,4.68
"2020-07-19 16:12:30",44116,893,1,5.2,25.18,122.52,122.94,0.06,8.71,-109.5,5.43,15.93,5.38,108.03,8.9,6.09,1.53,1.43,1.42,5.19,12.16,5.55,5.2
"2020-07-19 16:13:43",44117,893,1,5.76,25.18,122.59,123.01,0.06,8.72,-109.96,4.69,16.11,5.44,108.17,8.91,5.77,1.45,1.46,1.45,5.76,11.85,5.55,5.76
"2020-07-19 16:14:55",44118,893,1,6.26,25.17,122.52,122.92,0.06,8.69,-108.03,4.64,15.85,5.35,107.42,8.85,5.84,1.46,1.45,1.44,6.26,11.78,5.55,6.26
"2020-07-19 16:16:07",44119,893,1,6.67,25.16,122.51,122.89,0.06,8.66,-106.35,4.52,15.9,5.37,107.43,8.85,6.11,1.53,1.45,1.45,6.69,11.7,5.55,6.67
"2020-07-19 16:17:20",44120,893,1,7.22,25.15,122.62,122.98,0.06,8.64,-105.08,4.49,16,5.4,106.62,8.78,4.98,1.25,1.46,1.45,7.21,11.96,5.55,7.22
"2020-07-19 16:18:33",44121,893,1,7.73,25.1,122.61,122.84,0.06,8.57,-100.99,4.44,16.09,5.43,105.03,8.66,4.02,1.01,1.31,1.3,7.72,11.74,5.55,7.73
"2020-07-19 16:19:45",44122,893,1,8.16,24.4,123.72,122.29,0.06,7.95,-63.91,2.01,17.57,5.93,79.3,6.63,4.53,1.13,0.32,0.3,8.17,11.73,5.55,8.16
"2020-07-19 16:20:58",44123,893,1,8.73,23.34,129.11,125.01,0.06,7.53,-38.33,2.69,21.58,7.28,40.03,3.41,3.86,0.97,0.17,0.15,8.73,11.79,5.55,8.73
